index,name,address,location,listed_type,votes,num_rate,online_order,book_table,cuisines,rest_type,cost,bool_online_order,bool_book_table
19169,Barbecued - By The Orchard,"15, 3rd Floor, Sankey Main Road, Lower Palace Orchard, Above Indus Ind Bank, Sadashiv Nagar, Bangalore",Sadashiv Nagar,Buffet,592,4.3,No,Yes,North Indian,Casual Dining,1200.0,0,1
16698,House Of Seitan,"788, JK Plaza, 12th Main, 2nd Stage, Indiranagar, Bangalore",Indiranagar,Delivery,0,0.0,Yes,No,"Cafe, Healthy Food, Salad, Beverages",Cafe,700.0,1,0
10711,Andhra Ruchulu,"22, NR Colony, BDA Main Road, Near Salarapuria Splender Apartment, Murgaspalya, Old Airport Road, Bangalore",Old Airport Road,Delivery,43,4.0,Yes,No,"Andhra, North Indian",Quick Bites,400.0,1,0
17806,Calvin's,"253, Ground Floor, 5th Main, 17th Cross, Sector 6, HSR, Bangalore",HSR,Delivery,22,3.8,Yes,No,Desserts,"Dessert Parlor, Quick Bites",800.0,1,0
1318,Pabrai's Fresh & Naturelle Icecreams,"No 6, Wood Street (Off Brigade Road), Ashok Nagar, Bangalore",Brigade Road,Delivery,131,4.2,Yes,No,"Ice Cream, Desserts",Dessert Parlor,180.0,1,0
4369,Baskin Robbins,"124, Ground Floor, Surya Chambers, Murgeshpalaya, Old Airport Road, Bangalore",Old Airport Road,Delivery,47,3.7,Yes,No,"Ice Cream, Desserts",Dessert Parlor,250.0,1,0
8314,Arusuvai D' Kitchen,"Coconut Garden Layout, Kodigehalli Main Road, KR Puram, Bangalore",KR Puram,Delivery,26,3.7,Yes,No,"South Indian, Biryani, Chettinad, Juices",Quick Bites,350.0,1,0
18381,Ayda Persian Kitchen,"1, 1st Floor, Church Street, Bangalore",Church Street,Delivery,224,3.9,Yes,No,"North Indian, Iranian",Casual Dining,950.0,1,0
10642,Spice of India & Chai Tales,"Opposite Poorvapara Mount Appartment, 24th Main Road, HSR Layout, Sector 2, HSR, Bangalore",HSR,Delivery,0,0.0,No,No,"Biryani, North Indian, South Indian, Beverages",Quick Bites,400.0,0,0
15566,Daily Bread,"80, 4th B Cross, Opposite BDA Complex, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Delivery,53,2.8,No,No,"Bakery, Fast Food, Italian","Bakery, Quick Bites",600.0,0,0
7326,Donne Biriyani Mane,"17, 5th Main Road, Opposite Moti Mahal, Gandhinagar, Majestic, Bangalore",Majestic,Delivery,6,3.2,No,No,Biryani,Quick Bites,300.0,0,0
13855,Meat and Eat,"29, Royal Placid, Phase 2, Harlur Main Road, HSR, Bangalore",HSR,Delivery,54,3.0,Yes,No,"Fast Food, Burger",Quick Bites,500.0,1,0
6081,Cake Bite,"Near Seetha Circle, Vivekananda Park Road, Girinagar, Banashankari, Bangalore",Banashankari,Delivery,0,0.0,No,No,Bakery,Bakery,300.0,0,0
16102,Grubbery,"199, KGE Layout, Mathikere, New BEL Road, Bangalore",New BEL Road,Cafes,638,4.1,Yes,No,"Cafe, American, Asian, European, Steak, Salad, Desserts",Cafe,700.0,1,0
2602,Dosa Time,"51, Kaikondrahalli Village, Sarjapur Road, Bangalore",Sarjapur Road,Delivery,106,3.8,Yes,No,South Indian,Takeaway,200.0,1,0
6569,Waffle Square,"43/2, VMR Arcade, V Monireddy Compound, Kundanahalli Gate, Opposite Bus Stand, Varthur Main Road, Marathahalli, Bangalore",Marathahalli,Delivery,24,3.9,Yes,No,"Desserts, Beverages, Ice Cream","Dessert Parlor, Beverage Shop",300.0,1,0
18050,Beijing Bites,"959, 1st Floor, 5th Block Main Road, Vidyaranyapura, Bangalore",New BEL Road,Delivery,198,3.8,Yes,No,"Chinese, Thai",Casual Dining,850.0,1,0
17195,Roundup Cafe,"20, Sai Nivas, 1st A Main Road, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Desserts,589,4.2,Yes,Yes,"Cafe, Continental, Beverages",Cafe,800.0,1,1
2174,Ambur Star Dum Biriyani,"479/31, BTS Main Road, Wilson Garden, Bangalore",Wilson Garden,Dine-out,0,0.0,No,No,Biryani,Quick Bites,200.0,0,0
20146,Little Italy,"Building 7, HRBR 2nd Block Extension, Kalyan Nagar, Bangalore",Kalyan Nagar,Dine-out,405,4.2,Yes,Yes,"Salad, Healthy Food, Italian, Juices, Mexican, Pizza",Casual Dining,1500.0,1,1
12747,Indian Paratha Company,"187-188/3, Opposite Prestige Tech Park, Active Arena, Panathur, Kadubeesanahalli, Marathahalli, Bangalore",Marathahalli,Dine-out,28,3.5,No,No,North Indian,Casual Dining,500.0,0,0
3606,Basaveshwara Kanawali,"Abdul Rehman Complex, ITPL Back Gate 3, Pattandur, Agrahara Road, Whitefield, Bangalore",Whitefield,Dine-out,13,3.5,No,No,South Indian,Quick Bites,250.0,0,0
13277,Rajveena Kitchen,"201, MG Manson, 13th Cross Road, Jayaram Reddy Garden, Maruthi Nagar, BTM, Bangalore",BTM,Delivery,27,3.7,Yes,No,"North Indian, Fast Food, Biryani, Chinese",Quick Bites,500.0,1,0
6430,Heavenly Desserts,"Bloomingdale Layout, Off, Sarjapur Road, Bangalore",Sarjapur Road,Delivery,10,3.6,No,No,Bakery,Bakery,300.0,0,0
12862,Shaan-E-Punjab,"4th Floor, Food Court, Ascendas Park Square, Whitefield, Bangalore, ITPL Main Road, Whitefield, Bangalore","ITPL Main Road, Whitefield",Dine-out,84,2.9,Yes,No,North Indian,Casual Dining,500.0,1,0
15249,Bhagini IRIS,"8/1, Siddhapura, Varthur Main Road, Whitefield, Bangalore",Whitefield,Delivery,115,3.6,No,No,"North Indian, Chinese",Casual Dining,600.0,0,0
7996,Sahana's (Nati Style),"8th Main, 13th Cross, Wilson Garden, Bangalore",Wilson Garden,Delivery,47,3.7,Yes,No,North Indian,Quick Bites,350.0,1,0
9143,Hotel Chandrika,"9/1, Cunningham Road, Bangalore",Cunningham Road,Dine-out,207,3.8,Yes,No,"South Indian, North Indian, Chinese, Street Food",Casual Dining,400.0,1,0
3769,Neer Dose Fish Land,"45, Near Post Office, Domlur, Bangalore",Domlur,Dine-out,8,3.5,No,No,"South Indian, North Indian, Seafood",Quick Bites,250.0,0,0
5078,Best Biryani,"5, Next to passport office parking, near Sakra world hospital, Outer Ring Road, opposite Devarabisanahalli, Bellandur, Bangalore",Bellandur,Dine-out,0,0.0,No,No,"North Indian, Biryani, Desserts",Quick Bites,300.0,0,0
8275,Hotel Malabar Palace,"29, Aakar Apartments, V S Raju Road, Kumara Park West, Seshadripuram, Bangalore",Seshadripuram,Delivery,0,0.0,No,No,"Biryani, Chinese, Kebab, Kerala, North Indian",Quick Bites,350.0,0,0
12231,Diya's Findish,"1599, Begur Cross, Devarachikanahalli Main Road, Bommanahalli, Bangalore",Bommanahalli,Dine-out,6,3.3,Yes,No,"North Indian, Chinese, Bengali",Quick Bites,500.0,1,0
19928,Brew Meister,"523, 33rd Cross, Jayanagar, Bangalore",Jayanagar,Drinks & nightlife,970,4.1,Yes,Yes,"North Indian, Continental, Finger Food, American, Asian","Microbrewery, Casual Dining",1500.0,1,1
9600,Carbon Cup,"6th Cross, 6th Main, Near Ramaiha College, MSR Nagar, Mathikere, New BEL Road",New BEL Road,Dine-out,12,3.5,Yes,No,"North Indian, Arabian, Fast Food, Chinese",Quick Bites,400.0,1,0
4632,Mukesh Sweet Centre,"Opposite BDA Complex, Siddanna Layout, Stage 2, Banashankari, Bangalore",Banashankari,Desserts,0,0.0,No,No,Mithai,Sweet Shop,300.0,0,0
15755,Chicken County Grand,"13, Opposite Auchan Hyper Market, Bannerghatta Road, Bangalore",Bannerghatta Road,Dine-out,319,3.9,Yes,No,"North Indian, Chinese",Casual Dining,650.0,1,0
241,Mulabagilu Dosa,"19, V.V.puram National School Road, Basavanagudi, Bangalore",Basavanagudi,Delivery,11,3.6,Yes,No,South Indian,Quick Bites,100.0,1,0
20548,The Bengaluru Brasserie - Hyatt Centric MG Road,"Hyatt Centric MG Road Banaglore, 1/1, Swami Vivekananda Road, Ulsoo",Ulsoor,Desserts,117,4.1,No,Yes,"Continental, Asian, North Indian, South Indian",Casual Dining,2000.0,0,1
19288,White Smoke Barbeque- Fairfield by Marriott,"Fairfield by Marriott, 59th C Cross, 4th M Block, Rajajinagar, Bangalore",Rajajinagar,Pubs and bars,84,4.0,No,No,"Mediterranean, BBQ","Casual Dining, Bar",1200.0,0,0
13723,Moto Store & Cafe,"9, Lake Square, Tank Road, Ulsoor, Bangalore",Ulsoor,Delivery,382,4.2,Yes,No,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",Cafe,500.0,1,0
15854,Kritunga Restaurant,"Opposite To More Mega Store, Outer Ring Road, Marathahalli, Bangalore",Marathahalli,Dine-out,1989,3.8,Yes,No,"Andhra, Biryani, North Indian, Chinese",Casual Dining,650.0,1,0
10772,The Parotta Master,"1692, 4th A Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,Delivery,43,2.9,Yes,No,South Indian,Delivery,400.0,1,0
15174,Burger King,"Next to CMH Metro Station, CMH Road, Indiranagar, Bangalore",Indiranagar,Delivery,1393,4.0,Yes,No,"Burger, Fast Food, Beverages",Quick Bites,600.0,1,0
11462,Aramane Brundavan,"1869, 1st Main Road, Near Kuvempu Metro Station, 2nd Stage, Rajajinagar, Bangalore",Rajajinagar,Dine-out,4,3.3,Yes,No,"Chinese, North Indian, South Indian, Fast Food",Casual Dining,450.0,1,0
10931,Domino's Pizza,"776, Ground Floor, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Delivery,291,3.0,Yes,No,"Pizza, Fast Food",Quick Bites,400.0,1,0
7603,Cocoa Bakes,"2466, 24th Cross Road, Siddanna Layout, Stage II, Banashankari, Bangalore",Banashankari,Desserts,14,3.6,Yes,No,"Bakery, Desserts",Bakery,350.0,1,0
15425,Samovar,"29, 3rd M Main,1st Cross, Ramahia Layout, Kammanahalli, Bangalore",Kammanahalli,Delivery,190,3.9,Yes,No,"Kerala, South Indian",Casual Dining,600.0,1,0
1868,Banchharam,"153, Ground Floor, Sheela Arcade, 7th Block, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Dine-out,139,3.9,No,No,"Street Food, Mithai","Quick Bites, Sweet Shop",200.0,0,0
13743,Subway,"Food Court, Mantri Mall, Sampige Road, Malleshwaram, Bangalore",Malleshwaram,Delivery,71,2.4,Yes,No,"Healthy Food, Salad, Fast Food","Quick Bites, Food Court",500.0,1,0
15842,Bhojohori Manna,"668/B, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Dine-out,1959,4.1,Yes,No,"Bengali, Mughlai",Casual Dining,650.0,1,0
20865,Boozers Bar & Kitchen,"1200, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Drinks & nightlife,700,4.3,No,No,"Continental, Burger, Italian, Pizza, North Indian, Chinese, Finger Food","Bar, Casual Dining",,0,0
15731,Biggies Burger 'n' More,"7/1, G J Complex, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Cafes,184,4.3,Yes,No,"Cafe, Burger, Beverages",Quick Bites,650.0,1,0
2522,Arabian Nights,"149, 3rd Cross, 22nd Main Road, 5th Phase, JP Nagar, Bangalore",JP Nagar,Delivery,0,0.0,No,No,"Mughlai, Biryani, Kebab","Takeaway, Delivery",200.0,0,0
18913,The Food Therapy,"169, Mahatyagi Laksmidevi Road, Koramangala 1st Block, Bangalore",Koramangala 1st Block,Delivery,0,0.0,No,No,"North Indian, South Indian, Continental, Chinese","Casual Dining, Bar",1000.0,0,0
1821,Poha House,"24, 6th-A Cross, 16th Main, BTM 2nd Stage, BTM, Bangalore",BTM,Dine-out,6,3.6,Yes,No,Maharashtrian,Quick Bites,200.0,1,0
2411,Navi Food Point,"142/1,Surveyor Street, Gandhi Bazaar, Basavanagudi, Bangalore",Basavanagudi,Delivery,22,3.6,Yes,No,Fast Food,Quick Bites,200.0,1,0
8244,Biswal's Food Circle,"Shop 445, 2nd Main, East Of NGEF Layout, Kasturinagar, Near Banaswadi, Bangalore",Banaswadi,Delivery,0,0.0,No,No,"Chinese, North Indian",Quick Bites,350.0,0,0
18654,Chez Mariannick,"1A, Anjanappa Building, Behind Sorbet, Siddhapura, Whitefield, Bangalore",Whitefield,Dine-out,395,4.1,No,No,"French, Pizza, Bakery",Casual Dining,1000.0,0,0
6638,Rafoo Chakkar,"4, Chetan Building, Opposite St. Joseph Convent School, Whitefield Main Road, Whitefield, Bangalore",Whitefield,Delivery,385,3.9,Yes,No,"North Indian, Rolls",Quick Bites,300.0,1,0
5188,Sri Udupi Park,"611, AECS Layout C Block, Kundanahalli, Brookefield, Bangalore",Brookefield,Dine-out,13,3.4,No,No,"South Indian, North Indian, Chinese",Quick Bites,300.0,0,0
20565,Ging - Royal Orchid Central,"Royal Orchid Central, Level 10,Manipal Centre, Cubbon Road, Off MG Road,Bangalore",MG Road,Drinks & nightlife,232,4.4,Yes,Yes,Asian,"Bar, Casual Dining",2000.0,1,1
11770,Dakshin,"164, 4th Main, 5th Cross, Wilson Garden, Bangalore",Wilson Garden,Delivery,47,3.5,Yes,No,South Indian,Casual Dining,450.0,1,0
4566,Curries And Pickles,"270, Channasandra Main Road, Near Hope Form Signal, Beside Spirits Of Suruloka Bar, Whitefield, Bangalore",Whitefield,Delivery,0,0.0,Yes,No,"Andhra, North Indian, Biryani",Quick Bites,250.0,1,0
14918,The Spice Pavillion,"Behind Shoppers Stop, Outer Ring Road, Doddanekundi, Marathahalli, Bangalore",Marathahalli,Dine-out,126,3.7,Yes,No,North Indian,Casual Dining,600.0,1,0
13608,The Good Bowl,"Shop A-94 6/2, 24Th Main, 2nd Phase, JP Nagar, Bangalore",JP Nagar,Delivery,6,3.7,Yes,No,"Italian, North Indian, Biryani","Takeaway, Delivery",500.0,1,0
7943,Mothi Family Restaurant,"454, Whitefield Main Road, Opposite South Indian Shopping Mall, Bangalore",Whitefield,Dine-out,0,0.0,No,No,"South Indian, North Indian",Quick Bites,350.0,0,0
13930,Stoner,"50, Zatakia Centre, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Cafes,2687,4.5,Yes,No,"Ice Cream, Cafe, Beverages, Burger, Desserts, Pizza","Dessert Parlor, Cafe",550.0,1,0
19054,Smoke - The Sizzler House,"61, 1st Main, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Dine-out,1382,4.0,Yes,Yes,"Continental, Chinese, Thai, Italian, BBQ, Steak",Casual Dining,1100.0,1,1
6392,Zing Roll,"13th Cross, 27th Main Road, HSR, Bangalore",HSR,Delivery,0,0.0,Yes,No,"Rolls, Sandwich",Quick Bites,300.0,1,0
2119,Jwala Indian & Chinese Fast Food,"12, Hormavu Main Road , Prakurthi Town Ship, Kalyan Nagar, Bangalore",Kalyan Nagar,Dine-out,0,0.0,No,No,North Indian,Quick Bites,200.0,0,0
10051,Archana's First Crush,"Shop 3, Opp Oceanus Monarda, Kasavanhalli, Off Sarjapur Road, Bangalore",Sarjapur Road,Delivery,31,3.7,Yes,No,"Bakery, Desserts",Bakery,400.0,1,0
3780,Ramji Chaiwale,"35/24-1 , 11th Main Road, 5th Block Jayanagar, Bangalore",Jayanagar,Dine-out,20,3.6,Yes,No,"Beverages, Fast Food",Quick Bites,250.0,1,0
19537,55 Wall Street,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",JP Nagar,Drinks & nightlife,1763,3.9,No,Yes,"Finger Food, North Indian, Chinese",Bar,1300.0,0,1
4962,Muddhe Bytes,"6, 80 Feet Road, Nyanappanahalli, Begur Post, Bannerghatta Road, Bangalore",Bannerghatta Road,Dine-out,9,3.4,Yes,No,"South Indian, Biryani",Quick Bites,300.0,1,0
2810,Delicious Mom's Kitchen,"Shop 19/7, 7th Main, 19th Cross, BTM 2nd Stage, BTM, Bangalore",BTM,Delivery,0,0.0,No,No,"Bengali, North Indian",Quick Bites,200.0,0,0
18994,Baithak,"1659, 27th Main Road, Sector 2, HSR Layout, HSR, Bangalore",HSR,Drinks & nightlife,1383,4.2,No,No,"Continental, North Indian, Mughlai","Casual Dining, Bar",1100.0,0,0
499,Mr. Meetharam,"34/2, Gollahalli Village, Hebbagodi, Near TATA BP Solar, Electronic City, Bangalore",Electronic City,Desserts,7,3.3,Yes,No,"Mithai, Street Food",Quick Bites,150.0,1,0
11446,3 Spice,"115/34, 8th Cross, 4th Main, Wilson Garden, Bangalore",Wilson Garden,Dine-out,156,3.9,Yes,No,"North Indian, Chinese",Casual Dining,450.0,1,0
919,Chinese Kitchen,"67, Kanasu Complex, Kubirmutt Road, Hunumathathangar, Basavanagudi, Bangalore",Basavanagudi,Delivery,58,3.8,Yes,No,Chinese,Quick Bites,150.0,1,0
20419,Mainland China,"First Floor, 14, Church Street, Bangalore",Church Street,Delivery,1394,4.5,Yes,Yes,"Chinese, Momos","Casual Dining, Bar",1700.0,1,1
13391,Pan Asian,"201, MG Manson, 13th Cross Road, Jayaram Reddy Garden, Maruthi Nagar, BTM, Bangalore",BTM,Delivery,0,0.0,Yes,No,Chinese,Quick Bites,500.0,1,0
13265,Sardar Tikka Singh,"Ys Building, Near Zeus Gym, Shirdi Sai Temple Road, Marathahalli, Bangalore",Marathahalli,Delivery,0,0.0,Yes,No,North Indian,"Takeaway, Delivery",500.0,1,0
8618,The Ganache Factory,"156A, 43rd Cross, 2nd Main, Jayanagar 8th Block, Jayanagar, Bangalore",Jayanagar,Desserts,128,4.2,No,No,"Desserts, Bakery",Delivery,400.0,0,0
4285,Pathaan Sir,"Srinivasan Towers, ESI Hospital Road, Off Double Road, Indiranagar, Bangalore",Indiranagar,Delivery,156,3.3,Yes,No,"Fast Food, Rolls, Momos",Quick Bites,250.0,1,0
19524,Sultans of Spice,"BluPetal Hotel, 60 Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Buffet,3458,4.5,Yes,Yes,"North Indian, Mughlai, Salad",Casual Dining,1300.0,1,1
16146,Penthouse Cafe,"1, 30th Main Road, 3rd Stage, Banashankari, Bangalore",Banashankari,Dine-out,324,4.0,Yes,No,"Cafe, Italian, Continental",Cafe,700.0,1,0
229,Hotel Udupi Gokul Grand,"376, Near, AET College Circle, Sarjapur Road, Bangalore",Sarjapur Road,Dine-out,0,0.0,No,No,"South Indian, Chinese",Quick Bites,100.0,0,0
15765,The Airos,"22, 2nd Main Road, National College Road, 7th Block, Jayanagar, Bangalore",Jayanagar,Dine-out,130,4.1,Yes,No,"Cafe, Italian, Pizza",Cafe,650.0,1,0
19564,Desi Deck,"120, 4th Floor, Lancer Building, Brigade Road, Bangalore",Brigade Road,Drinks & nightlife,96,3.9,Yes,Yes,"Mughlai, North Indian, Desserts","Casual Dining, Bar",1300.0,1,1
2742,Food Square,"19, Krishna Senate, Outer Ring Road, Near Canara Bank, Marathahalli, Bangalore",Marathahalli,Delivery,16,3.6,Yes,No,"Fast Food, Chinese",Quick Bites,200.0,1,0
13330,Peace Restaurant,"124, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Delivery,658,3.8,Yes,No,"Chinese, Tibetan",Casual Dining,500.0,1,0
11704,The Food Factory,"Near Chinmaya College, Somasundarapalya, Sector 2, HSR, Bengaluru",HSR,Delivery,42,2.7,No,No,"North Indian, Chinese",Quick Bites,450.0,0,0
14349,Pizza Home,"111/4, Abbi Towers, SGR Dental College Road, Munnekolala, Marathahalli, Bangalore Landmark: opposite to church",Marathahalli,Cafes,59,2.9,No,No,"Cafe, Pizza, Continental, South Indian",Cafe,600.0,0,0
14961,Park View Restaurant,"906/A, 6th Main, Near Reliance Web World, Vijay Nagar, Bangalore",Vijay Nagar,Dine-out,128,3.8,No,No,"North Indian, Chinese, Continental",Casual Dining,600.0,0,0
9272,Tasty Treat,"2, Nandadeepa Complex, 24th Main, Parangipalaya Road, Opposite KEB Power Station, HSR, Bangalore",HSR,Dine-out,131,3.1,Yes,No,"North Indian, Chinese, Biryani, Rolls",Quick Bites,400.0,1,0
16735,Al-Bek,"527, 1st Cross, Sampige Road, Malleshwaram, Bangalore",Malleshwaram,Delivery,935,4.1,Yes,No,"Mughlai, Chinese",Casual Dining,700.0,1,0
11114,Al-Sidique,"118, Nagarabhavi Main Road, Kaveri Nagar, Vijay Nagar, Bangalore",Vijay Nagar,Delivery,314,4.0,Yes,No,"North Indian, Chinese",Quick Bites,400.0,1,0
6002,Court Cafe,"11, Owners Court Layout, Amrutha Collage Road, Kasavanahalli, Sarjapur Road",Sarjapur Road,Dine-out,0,0.0,No,No,"Fast Food, Beverages",Quick Bites,300.0,0,0
5719,Sri Devi Sagar,"7, PGR Complex, Peddanareddy Layout, Ring Road, Near Horamavu Bridge, Dodda Banaswadi, Banaswadi, Bangalore",Banaswadi,Dine-out,161,3.7,No,No,"South Indian, North Indian, Chinese, Street Food",Quick Bites,300.0,0,0
4898,Utsav Restaurant,"38/A, Mount Joy Road, Hanumanthnagar, Behind BMS College, Banashankari, Bangalore",Banashankari,Dine-out,61,3.8,Yes,No,"North Indian, Chinese",Quick Bites,300.0,1,0
5584,Namdhari's Salad Bar,"789, Near Sony Centre, 12th A Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Dine-out,82,3.9,No,No,"Juices, Fast Food, Desserts, Salad",Quick Bites,300.0,0,0
19286,re:cess - Hilton Bangalore Embassy GolfLinks,"Hilton Bangalore Embassy GolfLinks, Embassy Golf Links Business Park, Inner Ring Road, Domlur, Bangalore",Domlur,Pubs and bars,146,4.1,No,Yes,"South Indian, North Indian, Continental, European","Casual Dining, Bar",1200.0,0,1
11846,Sea Green Cafe,"1036, Srinidhi Plaza, 3rd floor, Above Nilgiris, Stage 2, Banashankari, Bangalore",Banashankari,Cafes,4,3.3,No,No,"Cafe, Fast Food, Beverages",Cafe,500.0,0,0
7868,Holiday Fast Food,"8/1, 27th Cross, Vivek Nagar, Ejipura, Bangalore",Ejipura,Dine-out,21,3.4,No,No,"Kerala, South Indian, Chinese",Quick Bites,350.0,0,0
16461,Punjab Beat,"Sree Rama Complex, 3rd Floor, ICICI Bank Side, Vasthu Bhoomi Layout, Hoskote Main Road, Seegahalli Village, Bidarahalli, Hobli, Whitefield, Bangalore",Whitefield,Dine-out,0,0.0,Yes,Yes,North Indian,Casual Dining,700.0,1,1
15679,Hashery Family Restaurant,"Serial 18/1C1AA1F, Site 3, Ground, First and Second Floors, Doddakanneli, Sarjapur Main Road, Sarjapur Road, Bangalore",Sarjapur Road,Delivery,11,3.3,Yes,No,"North Indian, South Indian, Arabian",Casual Dining,600.0,1,0
1129,Desi Breakk,"Electronic City, Bangalore",Electronic City,Delivery,29,3.6,No,No,North Indian,Quick Bites,150.0,0,0
20034,Biere Societee,"223-1, ITPL Main Road, Sadarmangala, KR Puram Hobli, Whitefield, Bangalore",Whitefield,Pubs and bars,320,4.2,No,Yes,"Asian, Continental, European",Pub,1500.0,0,1
10524,Marley's Bistro,"Shop 6, Ajmera Avenue, Neeladri Road, Phase1, Electronic City, Bangalore",Electronic City,Delivery,93,3.9,Yes,No,"Continental, European, Salad, Beverages, Italian, Burger",Casual Dining,400.0,1,0
10401,Supreme Biryani,Delivery Only,Koramangala,Delivery,0,0.0,Yes,No,Biryani,Delivery,400.0,1,0
1568,Bombay Kulfis,"65/1A, Kaikondrahall, Sarjapur Road, Bangalore",Sarjapur Road,Desserts,48,3.7,No,No,Ice Cream,Dessert Parlor,200.0,0,0
10299,Risalo Restaurant,"Sy. 74, Near Narayana PU College, BEML Layout, Brookefield, Bangalore",Brookefield,Delivery,0,0.0,Yes,No,"North Indian, Chinese",Quick Bites,400.0,1,0
1707,Deli Chats & Sweets,"74/2, Opposite Apollo Pharmacy, Outer Ring Road, Bellandur, Bangalore",Bellandur,Dine-out,0,0.0,Yes,No,"Street Food, Mithai",Quick Bites,200.0,1,0
7451,The Real Mexican,"Block A, Sahakara Nagar, Bangalore",Sahakara Nagar,Delivery,0,0.0,No,No,Mexican,Delivery,300.0,0,0
3154,Hatti Kaapi,"Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore",Malleshwaram,Delivery,30,3.7,Yes,No,"South Indian, Street Food",Quick Bites,200.0,1,0
10365,Parisar Veg Restaurant,"52/53 Kavery Nagar, Kodichikkanahalli Main Road, Bommanahalli, Bangalore",Bommanahalli,Delivery,64,3.6,Yes,No,"Chinese, North Indian, South Indian",Casual Dining,400.0,1,0
11524,Apna Punjab,"26-27, MICO Layout, 6th Main, 2nd Stage, BTM, Bangalore",BTM,Delivery,474,3.6,Yes,No,"North Indian, Chinese, Fast Food",Quick Bites,450.0,1,0
7300,Chopserve,"43, Safa Corner, Koramangala 1st Block, Bangalore",Koramangala 1st Block,Delivery,19,3.7,No,No,BBQ,"Takeaway, Delivery",300.0,0,0
18218,Rajdhani Thali Restaurant,"4th Floor, Bangalore Central Mall, 9th Block, JP Nagar, Bangalore",JP Nagar,Dine-out,889,4.0,Yes,Yes,North Indian,Casual Dining,900.0,1,1
513,Maruti Sweets,"Garden Layout, Sector 2, HSR Layout, HSR, Bangalore",HSR,Desserts,0,0.0,Yes,No,"Mithai, Street Food",Takeaway,150.0,1,0
6241,Healthy Smoothie,"1239, 4th Cross 4th Main, Kodichicnahalli, Bangalore, Bengaluru",Bannerghatta Road,Delivery,0,0.0,No,No,"American, Bakery, Beverages, Cafe, Healthy Food, Juices, North Indian, Sandwich",Delivery,300.0,0,0
13183,BOX8- Desi Meals,"120-P, A3, 1st Floor, Santosh Tower, 3rd Road, KIADB, Near ITPL, Whitefield, Bangalore",Whitefield,Delivery,78,4.2,Yes,No,"North Indian, Mughlai, Fast Food","Takeaway, Delivery",500.0,1,0
7105,Hotel Devanand Kerala Restaurant,"44, Byrasandra Road, GM Palya, CV Raman Nagar, Bangalore",CV Raman Nagar,Delivery,94,3.4,Yes,No,Kerala,Quick Bites,300.0,1,0
10567,Hotel Malabar,"Plot 320, Near HCl Building, Jigani, Anekal Taluk, Bangalore.",Electronic City,Delivery,0,0.0,No,No,"Chinese, Mughlai, Hyderabadi, North Indian",Casual Dining,400.0,0,0
14866,Momo Rice Noodles,"1/7, Srinivagilu Main Road, Ejipura, Bangalore",Ejipura,Dine-out,222,3.8,Yes,No,"Chinese, Momos",Casual Dining,600.0,1,0
9825,Agarwal Food Service,"54, 5th Cross, Thayappa Garden, Devarachikkanahalli Main Road, Bilekahalli, Bannerghatta Road, Bangalore",Bannerghatta Road,Delivery,265,3.8,Yes,No,"North Indian, Chinese, Biryani",Delivery,400.0,1,0
2926,SV Crispy Chicken,"Konappana, Agrahara, Electronic City, Bangalore",Electronic City,Delivery,12,3.5,No,No,Fast Food,Quick Bites,200.0,0,0
10491,Empire Restaurant,"1st Floor, Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",Electronic City,Delivery,0,0.0,Yes,No,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",Quick Bites,400.0,1,0
20703,Biergarten,"2, Doddanekkundi, Whitefield Road, Mahadevpura, Whitefield, Bangalore",Whitefield,Dine-out,6865,4.7,No,Yes,"Continental, European, BBQ, Chinese, Asian","Microbrewery, Pub",2400.0,0,1
12445,Naati Manae,"4th Floor, Bangalore Central Mall, 9th Block, JP Nagar, Bangalore",JP Nagar,Dine-out,10,3.1,Yes,No,"South Indian, Biryani",Food Court,500.0,1,0
15618,Fujian Express,"Vaishnavi Sapphire Centre, Food court, Tumkur Road, Yeshwantpur, Bangalore",Yeshwantpur,Delivery,23,3.3,Yes,No,"Thai, Chinese, Momos",Food Court,600.0,1,0
